node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary,scc_id
0,,-112.1149177,33.6421616,0,,,,0
200,,-112.1158543,33.6350062,2,,,,350
300,,-112.1155221,33.6372677,3,,,,349
500,,-112.1159394,33.6421105,5,,,,0
600,,-112.2319403,33.655456,6,,,,0
276300,,-112.0826805,33.640296,2763,,,,0
276400,,-112.0831229,33.6691769,2764,,,,0
1200,,-112.0842619,33.6691702,12,,,,0
1300,,-112.075006,33.654768,13,,,,0
1400,,-112.0786066,33.6547238,14,,,,0
1401,,-112.0786047,33.6546291,14,,,,0
1301,,-112.0750043,33.6546733,13,,,,0
1500,,-111.9751777,33.6686609,15,,,,0
1600,,-111.9714857,33.6682373,16,,,,0
1601,,-111.9714651,33.668298,16,,,,0
1501,,-111.9751793,33.6687241,15,,,,0
1800,,-112.1253955,33.668848,18,,,,0
2200,,-112.1164982,33.6381289,22,,,,40
276500,,-112.113113,33.6620183,2765,,,,0
2600,,-112.1147698,33.6555112,26,,,,0
2800,,-112.1150616,33.6516485,28,,,,0
3000,,-112.1143266,33.6522861,30,,,,0
3100,,-112.1143959,33.6522911,31,,,,0
3300,,-112.1122441,33.6744149,33,,,,2
3500,,-112.1141082,33.6658667,35,,,,355
3600,,-112.1086361,33.6620999,36,,,,0
3700,,-112.108574,33.6628907,37,,,,0
3701,,-112.1086685,33.6628548,37,,,,0
3601,,-112.1086949,33.6621826,36,,,,0
3800,,-112.0000011,33.6644904,38,,,,0
3900,,-111.9999728,33.6641841,39,,,,0
4100,,-111.9956568,33.6727684,41,,,,0
4300,,-111.9777616,33.6726482,43,,,,0
4301,,-111.9776155,33.67278,43,,,,0
4400,,-111.9775681,33.6728441,44,,,,0
4700,,-111.9772225,33.6718508,47,,,,0
4900,,-111.9770708,33.67328,49,,,,0
4901,,-111.9772234,33.6731528,49,,,,0
5000,,-111.9772482,33.6731287,50,,,,0
5300,,-111.977602,33.6739981,53,,,,359
5400,,-111.9598142,33.6671508,54,,,,135
5501,,-111.9594422,33.6670088,55,,,,134
5600,,-111.9591672,33.6669038,56,,,,133
5700,,-111.9603212,33.6686288,57,,,,0
6000,,-112.0288056,33.6730625,60,,,,0
6200,,-112.0308435,33.6724888,62,,,,0
6400,,-112.0309509,33.6718513,64,,,,0
6500,,-112.0308195,33.672178,65,,,,0
6700,,-112.0312171,33.6727251,67,,,,0
7000,,-112.1127437,33.6675484,70,,,,0
7200,,-112.1266182,33.6685326,72,,,,0
7600,,-112.114177,33.667088,76,,,,0
7800,,-112.1141299,33.6709881,78,,,,368
8200,,-112.2230471,33.6671862,82,,,,0
8400,,-112.0342273,33.671875,84,,,,0
8600,,-112.0341905,33.6711096,86,,,,0
8800,,-112.0311745,33.6720803,88,,,,0
8801,,-112.0310873,33.6721829,88,,,,0
8900,,-112.0310409,33.6722692,89,,,,0
9100,,-112.0309519,33.67213,91,,,,0
9101,,-112.031005,33.6722479,91,,,,0
8901,,-112.031021,33.6722702,89,,,,0
8902,,-112.0310464,33.6722991,89,,,,0
9200,,-112.0310775,33.6723282,92,,,,0
9201,,-112.0311725,33.6724262,92,,,,0
9400,,-112.0618338,33.6693494,94,,,,0
9600,,-112.0629031,33.6686261,96,,,,0
9800,,-112.0698384,33.669226,98,,,,0
10000,,-112.0708611,33.6685861,100,,,,0
10200,,-112.0799299,33.6683427,102,,,,0
10400,,-112.0787959,33.6690759,104,,,,0
10500,,-112.0858826,33.6691597,105,,,,0
10700,,-112.0855812,33.6684346,107,,,,0
10900,,-112.0975381,33.6700459,109,,,,0
11100,,-112.0966179,33.6692783,111,,,,0
11300,,-112.1127659,33.6681923,113,,,,0
11500,,-112.1214805,33.6691622,115,,,,0
11900,,-112.1373136,33.6699928,119,,,,0
12100,,-112.1373779,33.6692113,121,,,,0
12300,,-112.1651089,33.6693414,123,,,,0
12400,,-112.1651008,33.6687083,124,,,,0
12600,,-112.1734069,33.6687033,126,,,,0
12900,,-112.1724593,33.6679779,129,,,,0
13100,,-112.1844875,33.6687079,131,,,,0
13200,,-112.1829477,33.6679909,132,,,,0
13500,,-112.1884613,33.6686636,135,,,,0
13700,,-112.1894861,33.6677145,137,,,,0
13900,,-112.2004318,33.6685135,139,,,,0
14100,,-112.2012103,33.6675786,141,,,,0
14500,,-112.2055144,33.667407,145,,,,0
14700,,-112.2179531,33.6682489,147,,,,0
14900,,-112.2180989,33.6673644,149,,,,0
276600,,-112.1145572,33.6617669,2766,,,,0
15200,,-112.1145581,33.6615338,152,,,,0
15300,,-112.1132653,33.6622174,153,,,,254
15400,,-112.1132461,33.663651,154,,,,253
276700,,-112.1085263,33.6694943,2767,,,,67
15600,,-112.1085767,33.670258,156,,,,66
15800,,-112.1085192,33.6683904,158,,,,0
16300,,-112.1140541,33.6622898,163,,,,357
16500,,-112.1131542,33.6695911,165,,,,6
3402,,-112.1136299,33.6677637,34,,,,358
16700,,-112.1131171,33.6700477,167,,,,5
3201,,-112.1130228,33.6711348,32,,,,4
16601,,-112.1135228,33.6692548,166,,,,371
16801,,-112.113492,33.6696388,168,,,,372
17300,,-112.1066316,33.6684418,173,,,,0
17500,,-112.1175679,33.6692946,175,,,,0
17801,,-112.1149118,33.6673321,178,,,,0
18000,,-112.1171996,33.6691422,180,,,,0
18100,,-112.1171581,33.6658871,181,,,,0
18200,,-112.1171659,33.6661175,182,,,,0
17601,,-112.1175847,33.6693558,176,,,,367
18300,,-112.1143716,33.6653793,183,,,,354
18400,,-112.1145561,33.6626398,184,,,,353
18600,,-112.1134576,33.6620176,186,,,,0
276601,,-112.1146742,33.6620234,2766,,,,0
18700,,-112.115014,33.6620171,187,,,,0
18800,,-112.1132918,33.6657967,188,,,,252
16001,,-112.1132437,33.6677427,160,,,,251
17001,,-112.1138141,33.6707322,170,,,,369
18900,,-112.1263091,33.6688539,189,,,,0
19100,,-112.1266113,33.6689277,191,,,,0
19300,,-112.1253857,33.6686179,193,,,,0
19400,,-112.1157304,33.6686308,194,,,,0
19500,,-112.1253772,33.6684565,195,,,,0
19600,,-112.1238637,33.6684138,196,,,,0
19800,,-112.1148488,33.6542816,198,,,,0
2801,,-112.1150546,33.6516482,28,,,,0
20200,,-112.1146873,33.6542835,202,,,,0
20400,,-112.1143381,33.6551461,204,,,,0
16201,,-112.1133087,33.6677366,162,,,,9
20601,,-112.1141841,33.6551465,206,,,,0
21000,,-112.0008204,33.6712721,210,,,,0
21100,,-112.0027632,33.6725567,211,,,,0
21200,,-112.0078535,33.6730057,212,,,,0
21300,,-111.9988328,33.6712534,213,,,,0
21400,,-112.0000869,33.6657819,214,,,,0
21600,,-111.9998076,33.6697205,216,,,,0
21501,,-111.9996075,33.6691153,215,,,,0
22200,,-111.999551,33.664129,222,,,,0
22600,,-112.0134328,33.6728942,226,,,,0
22800,,-112.0092637,33.6727372,228,,,,0
23000,,-112.0086342,33.6729831,230,,,,0
22501,,-112.0106254,33.6729328,225,,,,0
23200,,-112.0088362,33.6729396,232,,,,0
23101,,-112.0094121,33.6729425,231,,,,0
23300,,-112.0084609,33.6727335,233,,,,0
23500,,-112.0086019,33.6729369,235,,,,0
23700,,-112.0051633,33.6722514,237,,,,0
23800,,-112.0077671,33.6727107,238,,,,0
23900,,-112.0043868,33.6722998,239,,,,0
24300,,-111.9767186,33.6728633,243,,,,0
24400,,-111.9705019,33.6722552,244,,,,0
24500,,-111.9660194,33.6705405,245,,,,0
24001,,-111.9781817,33.6730842,240,,,,0
25000,,-112.1158063,33.6395761,250,,,,332
25100,,-112.1160578,33.6363752,251,,,,37
25200,,-112.1161591,33.635062,252,,,,36
25400,,-112.1154991,33.640215,254,,,,374
20301,,-112.1144026,33.6542695,203,,,,0
25700,,-112.2319594,33.6528357,257,,,,300
25900,,-112.168937,33.6682995,259,,,,0
26001,,-112.1696776,33.6684952,260,,,,0
26300,,-112.1404982,33.669748,263,,,,0
26201,,-112.1349376,33.6693655,262,,,,0
26600,,-112.1342852,33.668978,266,,,,0
7101,,-112.1283551,33.6686284,71,,,,0
7901,,-112.1067576,33.6688529,79,,,,0
26801,,-112.1002882,33.6694528,268,,,,0
27000,,-112.1058244,33.6691499,270,,,,0
27200,,-112.0994571,33.6692973,272,,,,0
27500,,-112.0994525,33.6693382,275,,,,0
27700,,-112.0661564,33.6688224,277,,,,0
26901,,-112.0993548,33.6695774,269,,,,0
27900,,-112.0710547,33.6689908,279,,,,0
28100,,-112.0708615,33.6691529,281,,,,0
28200,,-112.0708948,33.6691507,282,,,,0
28201,,-112.071058,33.6691395,282,,,,0
28500,,-112.0703668,33.6683906,285,,,,0
28700,,-112.0497937,33.6685525,287,,,,0
28800,,-112.070324,33.6685515,288,,,,0
28900,,-112.0686523,33.6684344,289,,,,0
27601,,-112.0701673,33.6687785,276,,,,0
29200,,-112.0741954,33.669225,292,,,,0
29101,,-112.0709264,33.6693232,291,,,,0
29500,,-112.082803,33.6690462,295,,,,0
276401,,-112.0827964,33.6692965,2764,,,,0
29600,,-112.0828027,33.6696816,296,,,,0
27801,,-112.0701848,33.6690017,278,,,,0
29701,,-112.0661604,33.6690483,297,,,,0
29900,,-112.0650454,33.6688437,299,,,,0
30000,,-112.0577193,33.6689822,300,,,,0
30100,,-112.0487045,33.6689131,301,,,,0
9301,,-112.0584313,33.6692061,93,,,,0
30201,,-112.0489322,33.6691345,302,,,,0
30400,,-112.0481247,33.6688999,304,,,,0
8501,,-112.0384995,33.6698119,85,,,,0
30500,,-112.0386118,33.6700155,305,,,,0
30301,,-112.0481315,33.6691255,303,,,,0
30700,,-112.0315183,33.6722882,307,,,,0
30900,,-112.0304717,33.672262,309,,,,0
22701,,-112.0104751,33.6727217,227,,,,0
30601,,-112.0304365,33.6724975,306,,,,0
31200,,-112.0140185,33.6728854,312,,,,0
31101,,-112.0134338,33.672683,311,,,,0
31400,,-112.0032815,33.6406697,314,,,,0
31500,,-112.0033002,33.6406762,315,,,,0
31501,,-112.0034596,33.6407258,315,,,,0
31800,,-111.9996853,33.6552126,318,,,,0
31900,,-112.0024323,33.6406116,319,,,,0
32300,,-112.0031018,33.638756,323,,,,381
32600,,-112.0029306,33.6421388,326,,,,0
32800,,-112.0004386,33.655117,328,,,,0
32900,,-111.9997956,33.6551869,329,,,,0
33700,,-111.9997708,33.6540027,337,,,,0
33800,,-112.0004067,33.6553828,338,,,,0
34000,,-111.9997281,33.6644264,340,,,,0
33901,,-111.9997084,33.664123,339,,,,0
34201,,-111.9997813,33.6632016,342,,,,0
34101,,-111.9996756,33.663139,341,,,,0
34600,,-111.9932535,33.6725787,346,,,,0
33502,,-111.9995072,33.6558735,335,,,,0
34800,,-111.9995296,33.6581648,348,,,,0
35000,,-112.0000126,33.65502,350,,,,0
35100,,-112.0002378,33.6552693,351,,,,0
35101,,-111.9999966,33.6552144,351,,,,0
35500,,-112.0026704,33.6404405,355,,,,378
35501,,-112.0027627,33.6405329,355,,,,377
35600,,-112.0028145,33.6405808,356,,,,376
35800,,-112.0031674,33.6408867,358,,,,0
35801,,-112.003075,33.6408011,358,,,,0
35601,,-112.0029945,33.6407362,356,,,,0
35900,,-112.0021441,33.6413334,359,,,,0
36000,,-112.0014728,33.6438375,360,,,,0
36100,,-112.0033243,33.64048,361,,,,181
36200,,-112.0036387,33.6401521,362,,,,180
1402,,-112.0788652,33.6547207,14,,,,0
36300,,-112.0790262,33.6547191,363,,,,0
36301,,-112.0790248,33.6546244,363,,,,0
1403,,-112.0788638,33.654626,14,,,,0
36400,,-112.1010953,33.6547812,364,,,,0
36500,,-112.1076865,33.6547647,365,,,,0
36501,,-112.1077077,33.6546542,365,,,,0
36401,,-112.1010733,33.6546708,364,,,,0
36600,,-111.9493284,33.6634622,366,,,,389
36700,,-111.9536206,33.6650099,367,,,,388
36900,,-111.945328,33.6620005,369,,,,125
276800,,-112.0654341,33.640506,2768,,,,0
37100,,-112.0654399,33.6410502,371,,,,0
37300,,-112.0654267,33.6372507,373,,,,391
6701,,-112.0311003,33.6729529,67,,,,393
6702,,-112.0310975,33.6726463,67,,,,0
37500,,-112.0310946,33.6725323,375,,,,0
9202,,-112.0310937,33.6724678,92,,,,0
9203,,-112.0310937,33.6722695,92,,,,0
8802,,-112.0310944,33.6722386,88,,,,0
8803,,-112.0310905,33.6720403,88,,,,0
37601,,-112.0310892,33.6720102,376,,,,0
37700,,-112.0310901,33.671951,377,,,,0
37701,,-112.0310903,33.6716985,377,,,,0
37800,,-112.0310849,33.6712881,378,,,,0
37900,,-112.030929,33.6532187,379,,,,0
38000,,-112.0309247,33.6484379,380,,,,0
38001,,-112.0308114,33.6484381,380,,,,0
37901,,-112.0308157,33.6532188,379,,,,0
38002,,-112.0309413,33.6482023,380,,,,0
38100,,-112.0309386,33.6478929,381,,,,0
38101,,-112.0308064,33.6478757,381,,,,0
38003,,-112.0308094,33.6482225,380,,,,0
38200,,-112.0263886,33.6550019,382,,,,0
38300,,-112.0262634,33.655003,383,,,,0
38301,,-112.0262432,33.6551136,383,,,,0
38201,,-112.0264116,33.6551122,382,,,,0
38400,,-112.018855,33.6550524,384,,,,0
38500,,-112.0150957,33.6550672,385,,,,0
38501,,-112.0150967,33.6551619,385,,,,0
38401,,-112.0188553,33.6551471,384,,,,0
38600,,-111.9586083,33.6527557,386,,,,104
38700,,-111.9585637,33.6523281,387,,,,103
38701,,-111.9584505,33.6523305,387,,,,398
38601,,-111.9584964,33.6527705,386,,,,397
38702,,-111.9585611,33.6521131,387,,,,102
38800,,-111.9587003,33.6512878,388,,,,101
38801,,-111.9585899,33.6512668,388,,,,400
38703,,-111.9584479,33.6521126,387,,,,399
38900,,-112.0998001,33.6708367,389,,,,250
39000,,-112.0997989,33.6709375,390,,,,249
39001,,-112.0999121,33.6709384,390,,,,402
38901,,-112.0999133,33.6708376,389,,,,401
276900,,-112.0999325,33.670087,2769,,,,0
39300,,-112.2200724,33.635475,393,,,,408
39400,,-112.2200909,33.6357769,394,,,,407
39401,,-112.220204,33.635772,394,,,,294
39301,,-112.2201855,33.6354701,393,,,,293
39600,,-112.1921846,33.6543649,396,,,,0
39700,,-112.1950484,33.6543545,397,,,,0
39800,,-112.1964131,33.6542654,398,,,,0
40000,,-112.141221,33.6694975,400,,,,0
12201,,-112.1624324,33.6695705,122,,,,0
40300,,-112.1519945,33.6698366,403,,,,0
26101,,-112.1689628,33.6685247,261,,,,0
12502,,-112.1612405,33.6693348,125,,,,0
39901,,-112.1517092,33.6693983,399,,,,0
40500,,-112.1654747,33.6694515,405,,,,0
40600,,-112.0966074,33.669144,406,,,,0
40800,,-112.1408928,33.6692334,408,,,,0
41000,,-112.1406658,33.6695045,410,,,,0
41100,,-112.1519616,33.6650365,411,,,,0
41200,,-112.1519617,33.6650922,412,,,,0
41201,,-112.1520749,33.6650921,412,,,,0
41101,,-112.1520748,33.6650364,411,,,,0
41400,,-112.1406596,33.6701124,414,,,,0
40201,,-112.15104,33.6698652,402,,,,0
41600,,-112.1408417,33.6698404,416,,,,0
41700,,-112.1409086,33.6697404,417,,,,0
26501,,-112.1349772,33.6691245,265,,,,0
1701,,-112.1133511,33.6688513,17,,,,0
27401,,-112.1002656,33.6692404,274,,,,0
42000,,-112.1522229,33.6691032,420,,,,0
42100,,-112.202891,33.6435694,421,,,,0
42200,,-112.2028937,33.6438862,422,,,,0
42201,,-112.2030256,33.6438674,422,,,,0
42101,,-112.2030233,33.6435866,421,,,,0
42400,,-111.9595178,33.66748,424,,,,225
24601,,-111.9767058,33.673096,246,,,,0
42700,,-111.9605887,33.668247,427,,,,386
42800,,-111.9601717,33.6705338,428,,,,0
42900,,-111.9601832,33.6702694,429,,,,0
43000,,-111.9602052,33.6697108,430,,,,0
36801,,-111.9482256,33.6629137,368,,,,128
43201,,-111.9934555,33.672469,432,,,,0
43500,,-111.9996357,33.6697594,435,,,,0
43600,,-111.9999232,33.6657427,436,,,,0
43800,,-112.21363,33.6383079,438,,,,0
43900,,-112.2144644,33.6383174,439,,,,0
277000,,-112.203113,33.6686651,2770,,,,0
44001,,-112.2031132,33.6686931,440,,,,0
44400,,-112.1058586,33.6400806,444,,,,0
44600,,-112.0844892,33.6402793,446,,,,0
44700,,-112.112114,33.6400022,447,,,,0
44800,,-112.1126649,33.6399101,448,,,,0
44401,,-112.1057136,33.6400934,444,,,,0
276301,,-112.082703,33.6401346,2763,,,,0
45100,,-112.081101,33.6401403,451,,,,0
45200,,-112.111042,33.6400522,452,,,,0
45300,,-112.1110733,33.6400517,453,,,,0
44701,,-112.1118871,33.6400387,447,,,,0
44702,,-112.1121889,33.6400339,447,,,,0
45400,,-112.112545,33.6400282,454,,,,0
45401,,-112.1128469,33.6400234,454,,,,0
45500,,-112.1130059,33.6400209,455,,,,0
277100,,-112.1171499,33.6399622,2771,,,,0
45900,,-112.0841693,33.6401416,459,,,,0
46100,,-112.11301,33.6397848,461,,,,331
46300,,-112.2305682,33.6661989,463,,,,411
46400,,-112.2320816,33.6668536,464,,,,413
46201,,-112.2314148,33.6665711,462,,,,412
19201,,-112.1266029,33.6686236,192,,,,0
24801,,-112.1283544,33.6688624,248,,,,0
26401,,-112.1342618,33.6692196,264,,,,0
22402,,-111.9999054,33.6618375,224,,,,0
46500,,-111.9999353,33.6600897,465,,,,0
22101,,-111.9995676,33.6631379,221,,,,0
46600,,-111.9996323,33.6602858,466,,,,0
34402,,-111.9995988,33.6618564,344,,,,0
47100,,-111.9892257,33.6730367,471,,,,0
47200,,-111.9874207,33.6727959,472,,,,0
47300,,-111.9854555,33.6728085,473,,,,0
47900,,-112.2296727,33.6659086,479,,,,311
48000,,-112.2321137,33.6529778,480,,,,417
48100,,-112.2319678,33.6529779,481,,,,416
48200,,-112.2318309,33.6530289,482,,,,415
48300,,-112.2315692,33.6525912,483,,,,428
48400,,-112.2311023,33.6526123,484,,,,427
48600,,-112.180063,33.6544971,486,,,,0
48601,,-112.180365,33.6544961,486,,,,0
48700,,-112.1815391,33.6544986,487,,,,0
48900,,-112.1910256,33.6542689,489,,,,0
49000,,-112.1899319,33.6542696,490,,,,0
49100,,-112.1520945,33.6688596,491,,,,0
49300,,-112.1520817,33.6679684,493,,,,0
49500,,-112.1782759,33.6684625,495,,,,0
13301,,-112.1789031,33.6682349,133,,,,0
12801,,-112.1774828,33.6682407,128,,,,0
25801,,-112.1696881,33.6682673,258,,,,0
47401,,-112.2180815,33.6679551,474,,,,323
49700,,-112.1724972,33.6678521,497,,,,0
49601,,-112.1781292,33.6678956,496,,,,0
50000,,-112.1780864,33.6689882,500,,,,0
50200,,-112.2048529,33.6684641,502,,,,0
50400,,-112.2313562,33.6666652,504,,,,308
277001,,-112.2029386,33.6686493,2770,,,,0
50600,,-112.2029401,33.6687025,506,,,,0
50700,,-112.2029479,33.6689199,507,,,,0
50900,,-112.2029541,33.6706804,509,,,,0
51000,,-112.2029589,33.6714627,510,,,,329
51100,,-112.1166472,33.641345,511,,,,0
51200,,-112.1170296,33.6409769,512,,,,0
51300,,-112.1167606,33.6383672,513,,,,46
51500,,-112.1144222,33.6415434,515,,,,0
277200,,-112.1139948,33.6396924,2772,,,,346
51900,,-112.1133736,33.6639469,519,,,,0
52100,,-112.113629,33.6722558,521,,,,432
52200,,-112.1135282,33.6718565,522,,,,431
52201,,-112.1135067,33.6717134,522,,,,430
52500,,-112.1163517,33.6349721,525,,,,41
52700,,-111.9773396,33.6650617,527,,,,0
6501,,-112.0309029,33.6722793,65,,,,0
6201,,-112.0309074,33.6723769,62,,,,0
6202,,-112.0309062,33.6725213,62,,,,0
52801,,-112.0309056,33.6725593,528,,,,0
52900,,-112.030909,33.6726574,529,,,,0
52901,,-112.0309102,33.6729098,529,,,,149
53000,,-112.0309173,33.673241,530,,,,148
53200,,-112.0309445,33.6741158,532,,,,146
53300,,-112.0342678,33.6719645,533,,,,0
53500,,-112.2031119,33.6675569,535,,,,0
277002,,-112.202932,33.6684149,2770,,,,0
53601,,-112.2029309,33.6683676,536,,,,0
22301,,-111.9999177,33.6632407,223,,,,0
53900,,-111.9800304,33.6728502,539,,,,0
54100,,-112.165269,33.66854,541,,,,0
54300,,-112.1519065,33.6691416,543,,,,0
37702,,-112.0312392,33.6717965,377,,,,0
277300,,-112.1690606,33.6689908,2773,,,,0
277400,,-112.1695702,33.6678227,2774,,,,0
54900,,-112.1714926,33.6689833,549,,,,0
21801,,-111.999472,33.6656545,218,,,,0
34301,,-111.9997981,33.6641611,343,,,,0
55100,,-111.9995492,33.6656693,551,,,,0
55200,,-111.9998179,33.6657133,552,,,,0
55001,,-111.9998123,33.6644555,550,,,,0
36201,,-112.0037506,33.6399983,362,,,,176
55300,,-112.0040699,33.639395,553,,,,175
43401,,-111.9995673,33.6696954,434,,,,0
55400,,-112.07403,33.6401782,554,,,,0
55500,,-112.0733046,33.6401802,555,,,,0
55700,,-112.1164487,33.634972,557,,,,42
55601,,-112.116368,33.6360997,556,,,,43
55900,,-112.0531321,33.6362793,559,,,,0
56000,,-112.0508176,33.6363006,560,,,,0
56100,,-112.2157841,33.6381669,561,,,,0
56200,,-112.2137889,33.6381982,562,,,,0
56300,,-112.2127863,33.6382037,563,,,,0
277500,,-112.2026946,33.6382125,2775,,,,0
56500,,-112.2018883,33.6382472,565,,,,0
56600,,-112.082905,33.6439701,566,,,,0
56700,,-112.0829115,33.6411389,567,,,,0
56701,,-112.0827982,33.6411392,567,,,,0
56601,,-112.0827918,33.6439697,566,,,,0
56900,,-112.0829641,33.6682617,569,,,,0
57000,,-112.0829036,33.6443269,570,,,,0
56602,,-112.0829041,33.6441865,566,,,,0
56603,,-112.0827909,33.6441862,566,,,,0
57001,,-112.0827904,33.6443266,570,,,,0
277600,,-112.0829603,33.6679943,2776,,,,0
57200,,-112.0829614,33.667626,572,,,,0
57400,,-112.0656096,33.6370394,574,,,,89
4601,,-111.9773125,33.6716552,46,,,,0
57600,,-111.977306,33.6718444,576,,,,0
57700,,-112.0301157,33.6667149,577,,,,0
57800,,-112.0302446,33.6649593,578,,,,0
57801,,-112.0301347,33.6649362,578,,,,0
57701,,-112.0300042,33.6667317,577,,,,0
57900,,-112.0483737,33.6364578,579,,,,437
58000,,-112.0502054,33.6364658,580,,,,436
58001,,-112.0505074,33.6364628,580,,,,0
58100,,-112.0523633,33.6364475,581,,,,0
58101,,-112.0526653,33.6364453,581,,,,0
58200,,-112.0562256,33.6370949,582,,,,0
277700,,-112.1348892,33.6697987,2777,,,,0
11801,,-112.1365342,33.6700087,118,,,,0
58400,,-112.0997074,33.6560297,584,,,,0
58500,,-112.0997522,33.6610434,585,,,,0
58501,,-112.0998845,33.6610604,585,,,,0
58401,,-112.0998395,33.656011,584,,,,0
58600,,-112.0997576,33.662758,586,,,,0
58700,,-112.099782,33.6667569,587,,,,0
58701,,-112.0999143,33.6667745,587,,,,0
58601,,-112.0998897,33.6627394,586,,,,0
276901,,-112.1000577,33.6699313,2769,,,,0
58800,,-112.1002126,33.6699176,588,,,,0
277800,,-112.1261444,33.6693036,2778,,,,0
59100,,-112.1263115,33.6693031,591,,,,0
59300,,-111.9612077,33.663507,593,,,,0
59400,,-111.960177,33.663396,594,,,,0
59500,,-111.9601742,33.6598624,595,,,,0
277900,,-112.1869813,33.667598,2779,,,,0
277401,,-112.1690576,33.6678486,2774,,,,0
54001,,-112.1665346,33.6682817,540,,,,0
277301,,-112.1695818,33.6689553,2773,,,,0
54801,,-112.1703761,33.6689305,548,,,,0
41901,,-112.1523678,33.6691416,419,,,,0
54201,,-112.1521709,33.6691406,542,,,,0
60100,,-112.2025933,33.6350111,601,,,,439
60200,,-112.202704,33.6362377,602,,,,438
60201,,-112.2028167,33.6362285,602,,,,282
60101,,-112.2027063,33.635005,601,,,,281
277501,,-112.2028383,33.6380456,2775,,,,0
277502,,-112.2030249,33.6380588,2775,,,,0
60500,,-112.2030228,33.6380318,605,,,,0
277503,,-112.2028523,33.6384721,2775,,,,0
60700,,-112.2028541,33.6393178,607,,,,0
60900,,-112.2028826,33.6399806,609,,,,0
42102,,-112.2028898,33.6433527,421,,,,0
42103,,-112.2030219,33.6433344,421,,,,0
60901,,-112.2030147,33.6400001,609,,,,0
61100,,-112.2029043,33.648324,611,,,,0
61101,,-112.2030131,33.6483214,611,,,,0
61200,,-112.2030138,33.6459655,612,,,,0
61300,,-112.2029039,33.6492865,613,,,,0
61400,,-112.2029035,33.6494503,614,,,,0
61401,,-112.2030357,33.6494321,614,,,,0
61301,,-112.2030359,33.6493048,613,,,,0
61500,,-112.2030846,33.6635743,615,,,,0
61600,,-112.20308,33.6607117,616,,,,0
4501,,-111.9775254,33.6718405,45,,,,0
61700,,-111.9774803,33.6710857,617,,,,0
61900,,-112.030953,33.6697235,619,,,,0
57702,,-112.0300546,33.6669538,577,,,,0
62000,,-112.0305298,33.6687166,620,,,,0
31901,,-112.0027224,33.6407534,319,,,,0
35602,,-112.0027485,33.6407538,356,,,,0
35603,,-112.0027516,33.6405959,356,,,,0
31902,,-112.0027255,33.6405956,319,,,,0
62100,,-111.9977405,33.655235,621,,,,0
33401,,-111.9985211,33.6552421,334,,,,0
62200,,-111.9986652,33.6552391,622,,,,0
62300,,-112.1863222,33.6477263,623,,,,0
62400,,-112.1862668,33.65235,624,,,,0
62401,,-112.1863801,33.6523507,624,,,,0
62301,,-112.1864354,33.6477271,623,,,,0
62600,,-112.1863989,33.6550772,626,,,,0
62700,,-112.1862523,33.6529774,627,,,,0
62800,,-112.1862265,33.6534889,628,,,,0
278000,,-112.1862228,33.6545337,2780,,,,0
63100,,-112.1862449,33.655267,631,,,,0
63200,,-112.1885622,33.6543867,632,,,,0
63300,,-112.189587,33.6543802,633,,,,0
278001,,-112.1863745,33.6541806,2780,,,,0
63600,,-112.1863782,33.6531944,636,,,,0
62501,,-112.1864092,33.6552537,625,,,,0
278002,,-112.186068,33.6542841,2780,,,,0
63800,,-112.1823487,33.6543266,638,,,,0
64000,,-112.1780874,33.6543764,640,,,,0
64100,,-112.1862624,33.6557946,641,,,,0
278100,,-112.186431,33.661175,2781,,,,0
64700,,-112.1868344,33.6685323,647,,,,0
64900,,-112.1866526,33.6686321,649,,,,0
277901,,-112.1868151,33.667498,2779,,,,0
65000,,-112.1867873,33.6670204,650,,,,0
65100,,-112.030972,33.6579306,651,,,,0
65200,,-112.0309563,33.656017,652,,,,0
65201,,-112.0308053,33.6560161,652,,,,0
65101,,-112.030821,33.657931,651,,,,0
65400,,-112.031104,33.6741148,654,,,,441
65600,,-112.0302442,33.6672157,656,,,,0
65700,,-112.0309378,33.6394776,657,,,,157
65800,,-112.03087,33.635796,658,,,,156
65801,,-112.0307191,33.6357965,658,,,,446
65701,,-112.0307868,33.639477,657,,,,445
57802,,-112.0303079,33.6647495,578,,,,0
65900,,-112.0307826,33.6629694,659,,,,0
65901,,-112.0306709,33.6629539,659,,,,0
57803,,-112.0301981,33.6647262,578,,,,0
66000,,-112.030706,33.6694207,660,,,,0
278300,,-112.2201868,33.6379601,2783,,,,0
39402,,-112.2201021,33.6359924,394,,,,406
66300,,-112.2201086,33.6361438,663,,,,405
66301,,-112.2202218,33.6361404,663,,,,296
39403,,-112.2202153,33.635989,394,,,,295
278301,,-112.2203805,33.6379946,2783,,,,0
66500,,-112.2203024,33.6372352,665,,,,0
278400,,-112.2203197,33.6601636,2784,,,,0
67000,,-112.2203294,33.6642787,670,,,,0
67200,,-112.2203146,33.655664,672,,,,0
67400,,-112.2204426,33.6549707,674,,,,0
278500,,-112.2204526,33.6598679,2785,,,,0
67700,,-112.2204462,33.6564486,677,,,,0
67900,,-112.2203197,33.6658558,679,,,,0
67901,,-112.2203171,33.6660722,679,,,,0
68000,,-112.220311,33.6667368,680,,,,0
68200,,-112.2204509,33.6623369,682,,,,0
68300,,-112.2203059,33.667116,683,,,,0
